0
내가 그 산 증인이다. 역행자 책에서 제시한 22 전략을 일단 해봐라. 해봐야 알 것이다.
뭔가 다른책들과는 다릅니다.
자기계발서가 라면받침대 취급이나 받는 이런 시점에서 이런 미친 자기계발서가 나올줄 몰랐다.
재미있어요. 실행과 도전없이 책만 읽는 것은 의미 없는 일이다.
역행자
현실적으로 마인드와 액션 부분을 변화시키는 데 도움이 되는 내용들이 담겨있습니다.
내가 그 산 증인이다. 역행자 책에서 제시한 22 전략을 일단 해봐라. 해봐야 알 것이다.
뭔가 다른책들과는 다릅니다.
자기계발서가 라면받침대 취급이나 받는 이런 시점에서 이런 미친 자기계발서가 나올줄 몰랐다.
재미있어요. 실행과 도전없이 책만 읽는 것은 의미 없는 일이다.
역행자
현실적으로 마인드와 액션 부분을 변화시키는 데 도움이 되는 내용들이 담겨있습니다.
내가 그 산 증인이다. 역행자 책에서 제시한 22 전략을 일단 해봐라. 해봐야 알 것이다.
뭔가 다른책들과는 다릅니다.
자기계발서가 라면받침대 취급이나 받는 이런 시점에서 이런 미친 자기계발서가 나올줄 몰랐다.
재미있어요. 실행과 도전없이 책만 읽는 것은 의미 없는 일이다.
역행자
부자가 되려면 역시나 마인드부터~
부록도 좋고 내용도 괜찮네요~
훨훨님의 책이 출간되었다고하여 아묻따 바로 예약구매했어요. 북콘서트 이벤트가있는줄 몰라서ㅠ
"훨훨. 무주택, 1주택 갈아타기희망. 좋은집이 집이나를 부자의길로 인도할것이다 @김깡깡여사"
빠른 배송에 감사합니다.
최고입니다. 한권 받자마자 또 주문했어요!
기대됩니다
부록도 좋고 내용도 괜찮네요~
훨훨님의 책이 출간되었다고하여 아묻따 바로 예약구매했어요. 북콘서트 이벤트가있는줄 몰라서ㅠ
"훨훨. 무주택, 1주택 갈아타기희망. 좋은집이 집이나를 부자의길로 인도할것이다 @김깡깡여사"
빠른 배송에 감사합니다.
최고입니다. 한권 받자마자 또 주문했어요!
기대됩니다
부록도 좋고 내용도 괜찮네요~
훨훨님의 책이 출간되었다고하여 아묻따 바로 예약구매했어요. 북콘서트 이벤트가있는줄 몰라서ㅠ
"훨훨. 무주택, 1주택 갈아타기희망. 좋은집이 집이나를 부자의길로 인도할것이다 @김깡깡여사"
빠른 배송에 감사합니다.
최고입니다. 한권 받자마자 또 주문했어요!
기대됩니다
인플레이션에 대해서 쉽게 이해가 됩니다.
현재 상황을 잘 설명해 준 책
"인플레이션에 대한 입문서 수준입니다, 인플레이션에 대해 지식수준이 좀 있는 분들은 패스"
경제와 금융이 아직도 어려운 이에게 도움되는 책
유익하고 재밌기까지 해요
배우고 읽고 적용했다
인플레이션에 대해서 쉽게 이해가 됩니다.
현재 상황을 잘 설명해 준 책
"인플레이션에 대한 입문서 수준입니다, 인플레이션에 대해 지식수준이 좀 있는 분들은 패스"
경제와 금융이 아직도 어려운 이에게 도움되는 책
유익하고 재밌기까지 해요
배우고 읽고 적용했다
인플레이션에 대해서 쉽게 이해가 됩니다.
현재 상황을 잘 설명해 준 책
"인플레이션에 대한 입문서 수준입니다, 인플레이션에 대해 지식수준이 좀 있는 분들은 패스"
경제와 금융이 아직도 어려운 이에게 도움되는 책
유익하고 재밌기까지 해요
배우고 읽고 적용했다
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
최고의 책. 레이달리오 믿고 봅니다.
좋아요~
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
한권사고 다른사람 선물주려고 또 샀어요
원칙과 함께 꼭 읽어 보시기를 권합니다.
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
최고의 책. 레이달리오 믿고 봅니다.
좋아요~
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
한권사고 다른사람 선물주려고 또 샀어요
원칙과 함께 꼭 읽어 보시기를 권합니다.
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
최고의 책. 레이달리오 믿고 봅니다.
좋아요~
다른분이 보는거 보고 괜찮겠다 싶어서 샀어요
한권사고 다른사람 선물주려고 또 샀어요
