0
{'에이든 국내여행 가이드북': '여행 하고 싶은 곳의 정보를 바로 볼 수 있어서 너무 유익해요!'}
{'에이든 국내여행 가이드북': '배송도 빠르고 상품도 좋습니다.'}
{'에이든 국내여행 가이드북': '글자가 작아 가독성이 떨어짐 경기동북부는 거의 안내가 안되어 있음 한국을 모르는외국인용인듯'}
{'에이든 국내여행 가이드북': '국내여행에 유용하게 쓰일것같네요 전국지도도 부록으로 똭!넣어주면 좋을텐데..'}
{'에이든 국내여행 가이드북': '너무 유익해여'}
{'에이든 국내여행 가이드북': '저렴하게 구매했습니다'}
{'에이든 국내여행 가이드북': '여행 하고 싶은 곳의 정보를 바로 볼 수 있어서 너무 유익해요!'}
{'에이든 국내여행 가이드북': '배송도 빠르고 상품도 좋습니다.'}
{'에이든 국내여행 가이드북': '글자가 작아 가독성이 떨어짐 경기동북부는 거의 안내가 안되어 있음 한국을 모르는외국인용인듯'}
{'에이든 국내여행 가이드북': '국내여행에 유용하게 쓰일것같네요 전국지도도 부록으로 똭!넣어주면 좋을텐데..'}
{'에이든 국내여행 가이드북': '너무 유익해여'}
{'에이든 국내여행 가이드북': '저렴하게 구매했습니다'}
{'에이든 국내여행 가이드북': '여행 하고 싶은 곳의 정보를 바로 볼 수 있어서 너무 유익해요!'}
{'에이든 국내여행 가이드북': '배송도 빠르고 상품도 좋습니다.'}
{'에이든 국내여행 가이드북': '글자가 작아 가독성이 떨어짐 경기동북부는 거의 안내가 안되어 있음 한국을 모르는외국인용인듯'}
{'에이든 국내여행 가이드북': '서울부터 제주도까지 우리나라의 모든 여행지와 역사가 나온 여행 가이드북입니다.'}
{'에이든 국내여행 가이드북': '국내여행을 준비하고 있다면 미리 한번 펼쳐보고 준비하면 좋을 여행 가이드북이네요'}
{'에이든 국내여행 가이드북': '국내여행에 대한 정보가 다양하고 다채롭게 들어 있어서 여행할 때 도움이 되어요.'}
{'여행의 이유': '너무 좋았어요~'}
{'여행의 이유': '김영하 작가 최고입니다'}
{'여행의 이유': '믿고읽는 김영하'}
{'여행의 이유': '김영하가 여행한 이유는 내가 여행할 이유.'}
{'여행의 이유': '짧게 근교 여행 갔을때 읽으려고 가져갔는데 나쁘지 않았늠'}
{'여행의 이유': '잘봤습니다~ 코로나 시대에 대리여행 하는 느낌이었어요'}
{'여행의 이유': '너무 좋았어요~'}
{'여행의 이유': '김영하 작가 최고입니다'}
{'여행의 이유': '믿고읽는 김영하'}
{'여행의 이유': '김영하가 여행한 이유는 내가 여행할 이유.'}
{'여행의 이유': '짧게 근교 여행 갔을때 읽으려고 가져갔는데 나쁘지 않았늠'}
{'여행의 이유': '잘봤습니다~ 코로나 시대에 대리여행 하는 느낌이었어요'}
{'여행의 이유': '너무 좋았어요~'}
{'여행의 이유': '김영하 작가 최고입니다'}
{'여행의 이유': '믿고읽는 김영하'}
{'여행의 이유': '김영하가 여행한 이유는 내가 여행할 이유.'}
{'교과서가 쉬워지는 주말여행': '책이 드뎌 왔네요 언넝 읽어보고 아이랑 주말여행 떠나보려합니다 책이 있어 도움이 많이 될거'}
{'교과서가 쉬워지는 주말여행': '주말여행이 좀 도움이 되고자 주문해봤어요 내용이 알차면 좋겠네요~ 책 기다려지네요'}
{'교과서가 쉬워지는 주말여행': '책이 드뎌 왔네요 언넝 읽어보고 아이랑 주말여행 떠나보려합니다 책이 있어 도움이 많이 될거'}
{'교과서가 쉬워지는 주말여행': '주말여행이 좀 도움이 되고자 주문해봤어요 내용이 알차면 좋겠네요~ 책 기다려지네요'}
{'교과서가 쉬워지는 주말여행': '책이 드뎌 왔네요 언넝 읽어보고 아이랑 주말여행 떠나보려합니다 책이 있어 도움이 많이 될거'}
{'교과서가 쉬워지는 주말여행': '주말여행이 좀 도움이 되고자 주문해봤어요 내용이 알차면 좋겠네요~ 책 기다려지네요'}
"{'우연히, 웨스 앤더슨': '사진인듯 그림인듯. . 여행지엽서 같은 셀레임이 가득한 책'}"
"{'우연히, 웨스 앤더슨': '전시는 보지못했지만 보는것만으로도 설레임이 가득해지네요. 자기전에 좋은꿈꾸려고 보고있습니다'}"
"{'우연히, 웨스 앤더슨': '기분이 좋아지는 책입니다'}"
"{'우연히, 웨스 앤더슨': '책 속 사진보니 기분이 좋네요'}"
"{'우연히, 웨스 앤더슨': '여행이 쉽지 않은 요즘 책을 보고 대리만족합니다'}"
"{'우연히, 웨스 앤더슨': '행복한 기분이 드는 책'}"
"{'우연히, 웨스 앤더슨': '사진인듯 그림인듯. . 여행지엽서 같은 셀레임이 가득한 책'}"
"{'우연히, 웨스 앤더슨': '전시는 보지못했지만 보는것만으로도 설레임이 가득해지네요. 자기전에 좋은꿈꾸려고 보고있습니다'}"
