0
{'수박 수영장': '여름을 기대하게 만드는 그림책'}
{'수박 수영장': '예쁜 그림책! 재미있게 봤어요~'}
{'수박 수영장': '수박수영장 아이가 빌려 읽고 좋아해서 구매했어요'}
"{'수박 수영장': '엄마가 더 좋아하는 그림체에요, 여름이라 진짜 수박을 보고 보여주니 아이도 관심가지네요'}"
{'수박 수영장': '재미있는 책'}
{'수박 수영장': '수박 좋아하는 아이가 읽는내내 좋아하는 책'}
{'수박 수영장': '여름을 기대하게 만드는 그림책'}
{'수박 수영장': '예쁜 그림책! 재미있게 봤어요~'}
{'수박 수영장': '수박수영장 아이가 빌려 읽고 좋아해서 구매했어요'}
"{'수박 수영장': '엄마가 더 좋아하는 그림체에요, 여름이라 진짜 수박을 보고 보여주니 아이도 관심가지네요'}"
{'수박 수영장': '재미있는 책'}
{'수박 수영장': '수박 좋아하는 아이가 읽는내내 좋아하는 책'}
{'수박 수영장': '여름을 기대하게 만드는 그림책'}
{'수박 수영장': '예쁜 그림책! 재미있게 봤어요~'}
{'수박 수영장': '수박수영장 아이가 빌려 읽고 좋아해서 구매했어요'}
"{'수박 수영장': '엄마가 더 좋아하는 그림체에요, 여름이라 진짜 수박을 보고 보여주니 아이도 관심가지네요'}"
{'수박 수영장': '재밌습니다.'}
{'수박 수영장': '한번 보면 잊혀지지 않는 예쁜 그림책'}
{'으라차차 라면가게': '아이가좋아해서 신작나오자마자샀어요'}
{'으라차차 라면가게': '그닥 내용이 별로임'}
{'으라차차 라면가게': '아이가 좋아해요. 기차가 덜컹덜컹 만큼의 참신함이나 놀라움은 없어진 거 같아 아쉬워요'}
{'으라차차 라면가게': '괴물 나와서 아이가 울었어요'}
{'으라차차 라면가게': '귀여워서 조카에게 선물로 보내줬어요. 재밌게 보면 좋겠네요.'}
{'으라차차 라면가게': '귀엽고 재밌어요 재밌어요'}
{'으라차차 라면가게': '아이가좋아해서 신작나오자마자샀어요'}
{'으라차차 라면가게': '그닥 내용이 별로임'}
{'으라차차 라면가게': '아이가 좋아해요. 기차가 덜컹덜컹 만큼의 참신함이나 놀라움은 없어진 거 같아 아쉬워요'}
{'으라차차 라면가게': '괴물 나와서 아이가 울었어요'}
{'으라차차 라면가게': '귀여워서 조카에게 선물로 보내줬어요. 재밌게 보면 좋겠네요.'}
{'으라차차 라면가게': '귀엽고 재밌어요 재밌어요'}
{'으라차차 라면가게': '아이가좋아해서 신작나오자마자샀어요'}
{'으라차차 라면가게': '그닥 내용이 별로임'}
{'으라차차 라면가게': '아이가 좋아해요. 기차가 덜컹덜컹 만큼의 참신함이나 놀라움은 없어진 거 같아 아쉬워요'}
{'으라차차 라면가게': '괴물 나와서 아이가 울었어요'}
{'으라차차 라면가게': '언제나 사랑스러워 미워할 수 없는 야옹이들. 사고는 잘 치지만 수습도 잘 하는걸요^^'}
{'으라차차 라면가게': '귀엽고 사랑스런 라면가게^^'}
{'팥빙수의 전설': '팥빙수의 재해석'}
{'팥빙수의 전설': '스포 처음에 무슨 내용인가 했는데 ㅎㅎ 작가님의 상상력 정말 참신합니다.'}
{'팥빙수의 전설': '재밌는 전래동화같은 느낌?'}
{'팥빙수의 전설': '그림과 이야기가 맘에 든다고 합니다.'}
{'팥빙수의 전설': '이이가 좋아합니다^^'}
{'팥빙수의 전설': '친구의 전설을 먼저 너무 재밌게 읽었어요~ 이 책도 재밌네요'}
{'팥빙수의 전설': '팥빙수의 재해석'}
{'팥빙수의 전설': '스포 처음에 무슨 내용인가 했는데 ㅎㅎ 작가님의 상상력 정말 참신합니다.'}
{'팥빙수의 전설': '재밌는 전래동화같은 느낌?'}
{'팥빙수의 전설': '그림과 이야기가 맘에 든다고 합니다.'}
{'팥빙수의 전설': '이이가 좋아합니다^^'}
{'팥빙수의 전설': '친구의 전설을 먼저 너무 재밌게 읽었어요~ 이 책도 재밌네요'}
{'팥빙수의 전설': '팥빙수의 재해석'}
{'팥빙수의 전설': '스포 처음에 무슨 내용인가 했는데 ㅎㅎ 작가님의 상상력 정말 참신합니다.'}
{'팥빙수의 전설': '재밌는 전래동화같은 느낌?'}
{'달 샤베트': '여름을 시원하게'}
{'달 샤베트': '잘 봤습니다.'}
"{'달 샤베트': '백희나 작가님 책은 아이들과 도서관에서 다 빌려봤었는, 계속 한 권씩 구입하게 되네요 :)'}"
{'달 샤베트': '이 책을 읽고 아이가 구름빵처럼 달은 어떻게 가져올 수 있냐고 물어보네요'}
{'달 샤베트': '내용이 넘 좋아요 백희나작가님 팬이에요'}
{'달 샤베트': '잘 읽었습니다.'}
{'달 샤베트': '여름을 시원하게'}
{'달 샤베트': '잘 봤습니다.'}
"{'달 샤베트': '백희나 작가님 책은 아이들과 도서관에서 다 빌려봤었는, 계속 한 권씩 구입하게 되네요 :)'}"
{'달 샤베트': '이 책을 읽고 아이가 구름빵처럼 달은 어떻게 가져올 수 있냐고 물어보네요'}
{'달 샤베트': '내용이 넘 좋아요 백희나작가님 팬이에요'}
{'달 샤베트': '잘 읽었습니다.'}
{'달 샤베트': '여름을 시원하게'}
{'달 샤베트': '잘 봤습니다.'}
"{'달 샤베트': '백희나 작가님 책은 아이들과 도서관에서 다 빌려봤었는, 계속 한 권씩 구입하게 되네요 :)'}"
{'달 샤베트': '이 책을 읽고 아이가 구름빵처럼 달은 어떻게 가져올 수 있냐고 물어보네요'}
{'달 샤베트': '엄마 눈에는 개연성이 좀 부족한듯 하지만 아이는 너무 좋아하네요'}
{'달 샤베트': '재미있게 봤어요'}
{'알사탕': '재밌고 감동적입니다'}
{'알사탕': '아이에게 책을 읽어주는데 제가 왜 눈물이 날까요 저도 알사탕이 있었으면 좋겠네요'}
{'알사탕': '사탕이 소재라 그런지 아이들이 좋아하네요. 책 내용도 좋어요.'}
{'알사탕': '역시 유명한 이유가 있네요 아이가 재밌어해요'}
{'알사탕': '너무 재밌어요~'}
{'알사탕': '재미있게 잘 읽었어요'}
{'알사탕': '재밌고 감동적입니다'}
{'알사탕': '아이에게 책을 읽어주는데 제가 왜 눈물이 날까요 저도 알사탕이 있었으면 좋겠네요'}
{'알사탕': '사탕이 소재라 그런지 아이들이 좋아하네요. 책 내용도 좋어요.'}
{'알사탕': '역시 유명한 이유가 있네요 아이가 재밌어해요'}
{'알사탕': '너무 재밌어요~'}
{'알사탕': '재미있게 잘 읽었어요'}
{'알사탕': '재밌고 감동적입니다'}
{'알사탕': '아이에게 책을 읽어주는데 제가 왜 눈물이 날까요 저도 알사탕이 있었으면 좋겠네요'}
{'알사탕': '사탕이 소재라 그런지 아이들이 좋아하네요. 책 내용도 좋어요.'}
{'여름이 온다': '그림을 보는데 귀가 먼저 열린다. 여름이 오는 소리를 이토록 다채롭게 펼쳐내다니···'}
{'여름이 온다': '여름을 기억나게 하고 노래하게 하는 책'}
{'여름이 온다': '이수지 작가님의 다른책도 읽어보고 싶어요~'}
{'여름이 온다': '너무 좋았어요! 다른 그림책도 읽고싶어요'}
{'여름이 온다': '좋아요'}
{'여름이 온다': '아이랑 같이 보려고 샀어요'}
{'여름이 온다': '그림을 보는데 귀가 먼저 열린다. 여름이 오는 소리를 이토록 다채롭게 펼쳐내다니···'}
{'여름이 온다': '여름을 기억나게 하고 노래하게 하는 책'}
{'여름이 온다': '이수지 작가님의 다른책도 읽어보고 싶어요~'}
{'여름이 온다': '너무 좋았어요! 다른 그림책도 읽고싶어요'}
{'여름이 온다': '좋아요'}
{'여름이 온다': '아이랑 같이 보려고 샀어요'}
{'여름이 온다': '그림을 보는데 귀가 먼저 열린다. 여름이 오는 소리를 이토록 다채롭게 펼쳐내다니···'}
